"id","from","to"
"3618","YCO","BGI"
"3620","YCO","REL"
"3621","YCO","CUE"
"3622","YCO","QAS"
"3623","YCO","EDI"
"3626","YCO","KTD"
"3627","YCO","SGJ"
"3628","YCO","BVH"
"3630","YCO","TOW"
"3631","YCO","VSG"
"3633","YCO","YLE"
"3636","YCO","BDH"
"3637","YCO","BQS"
"3638","YCO","KFP"
"3639","YCO","UMR"
"3640","YCO","RKE"
"3642","YCO","SFE"
"3645","YCO","VCD"
"3646","YCO","NLK"
"3648","YCO","HNS"
"3650","YCO","38W"
"3652","YCO","OMM"
"3653","YCO","BIM"
"3655","YCO","KER"
"3656","YCO","CMB"
"3657","YCO","SKS"
"3658","YCO","OKC"
"3659","YCO","WNS"
"3662","YCO","CON"
"3663","YCO","GDT"
"3664","YCO","KIE"
"3665","YCO","ZXB"
"3666","YCO","YEV"
"3669","YCO","SDR"
"3670","YCO","LRE"
"3673","YCO","BYN"
"3674","YCO","AAC"
"3675","YCO","PLW"
"3676","YCO","DVO"
"3677","YCO","ADK"
"3678","YCO","KEK"
"3681","YCO","PRI"
"3683","YCO","BRK"
"3684","YCO","UGO"
"3685","YCO","SAP"
"3687","YCO","DBQ"
"3689","YCO","XMC"
"3690","YCO","LEJ"
"3691","YCO","ZNA"
"3692","YCO","KZO"
"3694","YCO","GAH"
"3696","YCO","KIX"
"3697","YCO","BUF"
"3699","YCO","POL"
"371","YCT","ROP"
"372","YCT","CPB"
"373","YCT","XQP"
"374","YCT","E25"
"375","YCT","LAI"
"376","YCT","KWG"
"377","YCT","JKG"
"378","YCT","SKV"
"379","YCT","HSK"
"3710","YCT","AWK"
"3712","YCT","ADJ"
"3713","YCT","URA"
"3714","YCT","SUV"
"3716","YCT","STY"
"3717","YCT","ILM"
"3718","YCT","YUD"
"3719","YCT","GRJ"
"3720","YCT","SLZ"
"3721","YCT","R49"
"3722","YCT","BEL"
"3723","YCT","YCS"
"3724","YCT","PEE"
"3725","YCT","TAT"
"3726","YCT","GND"
"3728","YCT","HHA"
"3730","YCT","LWR"
"3732","YCT","CDG"
"3734","YCT","2G2"
"3735","YCT","RAH"
"3737","YCT","FNU"
"3738","YCT","SJJ"
"3739","YCT","RDD"
"3741","YCT","OKC"
"3742","YCT","NYN"
"3743","YCT","XMC"
"3744","YCT","MYI"
"3745","YCT","AJR"
"3747","YCT","UVA"
"3748","YCT","DUR"
"3750","YCT","GUW"
"3751","YCT","MEC"
"3752","YCT","BDU"
"3753","YCT","KRV"
"3755","YCT","BYK"
"3756","YCT","AOL"
"3757","YCT","BLA"
"3758","YCT","TWA"
"3760","YCT","NGS"
"3761","YCT","DTM"
"3763","YCT","OMN"
"3764","YCT","54J"
"3765","YCT","AIU"
"3766","YCT","ZQW"
"3767","YCT","TCL"
"3768","YCT","LGA"
"3769","YCT","MTH"
"3770","YCT","SNC"
"3771","YCT","JGN"
"3772","YCT","BED"
"3774","YCT","XYA"
"3775","YCT","WEI"
"3776","YCT","SBG"
"3777","YCT","YEO"
"3778","YCT","ITK"
"3779","YCT","DIN"
"3780","YCT","RDV"
"3781","YCT","BGI"
"3783","YCT","GYD"
"3784","YCT","BMA"
"3785","YCT","GNS"
"3787","YCT","LSE"
"3790","YCT","NHA"
"3791","YCT","SIJ"
"3792","YCT","OTU"
"3794","YCT","LAU"
"3795","YCT","NTE"
"3796","YCT","KRF"
"3797","YCT","DNZ"
"3798","YCT","FIT"
"380","YCW","SDT"
"381","YCW","BAF"
"382","YCW","DNR"
"383","YCW","YPE"
"384","YCW","UT3"
"385","YCW","CDJ"
"386","YCW","SRY"
"387","YCW","ZNE"
"388","YCW","AZO"
"3810","YCW","AOR"
"3813","YCW","CUR"
"3814","YCW","BHV"
"3816","YCW","ZRJ"
"3817","YCW","DPS"
"3818","YCW","FYT"
"3820","YCW","YPD"
"3822","YCW","CUN"
"3823","YCW","PLX"
"3824","YCW","CDS"
"3825","YCW","WMO"
"3826","YCW","BQS"
"3829","YCW","TEF"
"3831","YCW","AYQ"
"3833","YCW","MZG"
"3836","YCW","LAX"
"3837","YCW","SJY"
"3838","YCW","ZOS"
"3841","YCW","KUF"
"3842","YCW","SDC"
"3843","YCW","MUN"
"3848","YCW","ORV"
"3849","YCW","CIT"
"3850","YCW","BKQ"
"3853","YCW","COI"
"3855","YCW","NTD"
"3856","YCW","RXS"
"3857","YCW","TOC"
"3858","YCW","RPN"
"3859","YCW","MEG"
"3860","YCW","HAC"
"3861","YCW","HMV"
"3862","YCW","TTU"
"3864","YCW","LEH"
"3866","YCW","STS"
"3869","YCW","ERS"
"3871","YCW","JSH"
"3872","YCW","KRV"
"3873","YCW","VEE"
"3874","YCW","WUX"
"3875","YCW","LKH"
"3876","YCW","LYA"
"3877","YCW","POG"
"3878","YCW","GON"
"3879","YCW","IZO"
"3880","YCW","BYM"
"3881","YCW","BTZ"
"3882","YCW","SNV"
"3883","YCW","YEI"
"3886","YCW","CAJ"
"3887","YCW","KIJ"
"3888","YCW","WOT"
"3891","YCW","EZE"
"3893","YCW","SSB"
"3894","YCW","CLL"
"3895","YCW","GTN"
"3896","YCW","SKO"
"3898","YCW","BWG"
"3899","YCW","KMQ"
"391","YCY","IRI"
"394","YCY","CSO"
"395","YCY","BXH"
"396","YCY","URC"
"397","YCY","SKS"
"398","YCY","GRX"
"399","YCY","GNB"
"3911","YCY","GMZ"
"3913","YCY","ZNE"
"3914","YCY","MYQ"
"3916","YCY","SPB"
"3917","YCY","C23"
"3918","YCY","PLO"
"3919","YCY","ALH"
"3921","YCY","FLL"
"3923","YCY","YAM"
"3924","YCY","TTH"
"3925","YCY","LYU"
"3926","YCY","ABM"
"3927","YCY","GMB"
"3928","YCY","PBH"
"3929","YCY","AOL"
"3930","YCY","PIZ"
"3931","YCY","CDN"
"3932","YCY","BAQ"
"3934","YCY","CIA"
"3935","YCY","BCN"
"3937","YCY","AIE"
"3938","YCY","RWL"
"3939","YCY","GUR"
"3940","YCY","RDU"
"3941","YCY","MYJ"
"3942","YCY","KGI"
"3943","YCY","RST"
"3944","YCY","JCH"
"3945","YCY","MMY"
"3946","YCY","TNI"
"3947","YCY","UUA"
"3948","YCY","AAN"
"3950","YCY","AUJ"
"3951","YCY","IMT"
"3952","YCY","WPU"
"3954","YCY","YWJ"
"3956","YCY","KIH"
"3957","YCY","YJN"
"3958","YCY","IXA"
"3960","YCY","CRP"
"3962","YCY","KHD"
"3964","YCY","BQL"
"3965","YCY","2B2"
"3966","YCY","STP"
"3967","YCY","CBR"
"3968","YCY","RBN"
"3969","YCY","WHD"
"3970","YCY","BCD"
"3971","YCY","PUK"
"3972","YCY","SVN"
"3973","YCY","LWK"
"3974","YCY","MBZ"
"3976","YCY","OYE"
"3978","YCY","ZJI"
"3979","YCY","CMI"
"3980","YCY","ULY"
"3981","YCY","OPS"
"3982","YCY","JJI"
"3983","YCY","EKO"
"3985","YCY","DIN"
"3986","YCY","RAI"
"3987","YCY","IXC"
"3988","YCY","URY"
"3989","YCY","CGN"
"3990","YCY","PGF"
"3991","YCY","TIF"
"3992","YCY","OSD"
"3994","YCY","MDG"
"3995","YCY","PEQ"
"3998","YCY","2A0"
"3999","YCY","NQI"
"402","YZS","BJU"
"406","YZS","YXU"
"407","YZS","JJU"
"408","YZS","LET"
"409","YZS","HOI"
"4010","YZS","HZK"
"4011","YZS","MEH"
"4012","YZS","MWF"
"4013","YZS","ABZ"
"4014","YZS","MMY"
"4016","YZS","CNY"
"4017","YZS","HGD"
"4018","YZS","2G2"
"4019","YZS","BSC"
"4020","YZS","SFS"
"4021","YZS","YPQ"
"4022","YZS","LSE"
"4023","YZS","PHN"
"4024","YZS","AUO"
"4025","YZS","BFF"
"4027","YZS","KUG"
"4028","YZS","LBE"
"4031","YZS","NDJ"
"4032","YZS","BOX"
"4033","YZS","PSH"
"4034","YZS","QPP"
"4036","YZS","MYC"
"4037","YZS","GNM"
"4040","YZS","MHA"
"4043","YZS","BVV"
"4044","YZS","ILD"
"4046","YZS","X07"
"4048","YZS","MNI"
"4049","YZS","KAO"
"4050","YZS","ANG"
"4051","YZS","TJQ"
"4052","YZS","ELD"
"4053","YZS","RNT"
"4054","YZS","YHS"
"4055","YZS","AGC"
"4057","YZS","KIO"
"4059","YZS","ZYP"
"4060","YZS","TGZ"
"4061","YZS","MVP"
"4062","YZS","HUS"
"4063","YZS","KSO"
"4064","YZS","PYY"
"4065","YZS","FWM"
"4066","YZS","LGO"
"4067","YZS","KAW"
"4068","YZS","LNY"
"4069","YZS","COF"
"4070","YZS","CEN"
"4073","YZS","PZU"
"4074","YZS","CGU"
"4075","YZS","PAT"
"4076","YZS","OAJ"
"4077","YZS","YEK"
"4080","YZS","DRI"
"4081","YZS","KDO"
"4082","YZS","BZK"
"4085","YZS","JRB"
"4087","YZS","LEQ"
"4088","YZS","ILD"
"4089","YZS","SFK"
"4091","YZS","RCH"
"4094","YZS","BYT"
"4095","YZS","PZU"
"4096","YZS","ISN"
"4097","YZS","APA"
"4098","YZS","KVD"
"410","YDA","SAH"
"411","YDA","NFG"
"412","YDA","OZH"
"414","YDA","KNP"
"416","YDA","YQN"
"417","YDA","WHF"
"418","YDA","TRW"
"4110","YDA","AOI"
"4112","YDA","BAU"
"4113","YDA","4A9"
"4114","YDA","DYR"
"4115","YDA","LIF"
"4116","YDA","IOA"
"4117","YDA","YTS"
"4118","YDA","VDA"
"4119","YDA","LSA"
"4122","YDA","MDC"
"4124","YDA","RDR"
"4125","YDA","CXL"
"4126","YDA","SEA"
"4127","YDA","DMB"
"4128","YDA","SHL"
"4129","YDA","ZPB"
"4130","YDA","TET"
"4131","YDA","MUK"
"4132","YDA","RUH"
"4133","YDA","AHE"
"4136","YDA","LWK"
"4137","YDA","LYU"
"4138","YDA","PEW"
"4139","YDA","LUG"
"4140","YDA","MES"
"4142","YDA","SEU"
"4144","YDA","CBQ"
"4145","YDA","CAE"
"4147","YDA","BSA"
"4149","YDA","RVY"
"4150","YDA","BVA"
"4151","YDA","TMK"
"4152","YDA","BFT"
"4153","YDA","AGJ"
"4157","YDA","IMT"
"4158","YDA","TOE"
"4160","YDA","XEF"
"4162","YDA","EBB"
"4166","YDA","LKN"
"4167","YDA","BFH"
"4169","YDA","KUY"
"4170","YDA","RKT"
"4171","YDA","BTR"
"4172","YDA","PNZ"
"4173","YDA","FDY"
"4174","YDA","JCU"
"4176","YDA","JGD"
"4178","YDA","BMA"
"4179","YDA","COE"
"4181","YDA","DEA"
"4182","YDA","BRX"
"4183","YDA","SWT"
"4184","YDA","CFD"
"4185","YDA","SPM"
"4186","YDA","KME"
"4188","YDA","TCZ"
"4190","YDA","JTC"
"4191","YDA","BGF"
"4193","YDA","NAS"
"4194","YDA","PBV"
"4195","YDA","CIT"
"4196","YDA","KJP"
"4197","YDA","CWC"
"4198","YDA","MRZ"
"421","YDB","AAF"
"422","YDB","LRO"
"423","YDB","QUS"
"424","YDB","YMJ"
"425","YDB","AAU"
"427","YDB","XUZ"
"428","YDB","YSG"
"4210","YDB","MTK"
"4211","YDB","VRB"
"4212","YDB","ACY"
"4213","YDB","SUJ"
"4214","YDB","CGA"
"4215","YDB","BIM"
"4216","YDB","PSH"
"4217","YDB","LIL"
"4221","YDB","KDH"
"4222","YDB","RIR"
"4223","YDB","NSE"
"4224","YDB","LKP"
"4227","YDB","YOL"
"4228","YDB","LWM"
"4229","YDB","KTW"
"4231","YDB","RWL"
"4232","YDB","CLY"
"4234","YDB","YHB"
"4235","YDB","GUW"
"4236","YDB","YBL"
"4239","YDB","GLD"
"4240","YDB","AUL"
"4242","YDB","DIU"
"4243","YDB","MAD"
"4244","YDB","9A5"
"4245","YDB","TML"
"4246","YDB","AIN"
"4247","YDB","GAX"
"4249","YDB","YMM"
"4250","YDB","LXS"
"4251","YDB","XNA"
"4252","YDB","MYR"
"4253","YDB","GPI"
"4254","YDB","FAY"
"4257","YDB","YLJ"
"4259","YDB","MYB"
"4260","YDB","BXR"
"4261","YDB","RMF"
"4263","YDB","ABI"
"4265","YDB","CVN"
"4267","YDB","VNW"
"4268","YDB","PNP"
"4273","YDB","IBR"
"4275","YDB","GUL"
"4276","YDB","JUV"
"4277","YDB","ZSB"
"4279","YDB","YYY"
"4280","YDB","QFO"
"4281","YDB","PTY"
"4282","YDB","GQQ"
"4284","YDB","DNR"
"4286","YDB","PTA"
"4287","YDB","OGG"
"4288","YDB","MAF"
"4289","YDB","BKG"
"4290","YDB","PEU"
"4291","YDB","THS"
"4292","YDB","CVM"
"4293","YDB","LZR"
"4294","YDB","PNM"
"4295","YDB","KVM"
"4297","YDB","WUH"
"4298","YDB","VHY"
"4299","YDB","SHO"
"431","YDC","KHE"
"432","YDC","DLU"
"433","YDC","SQO"
"434","YDC","ZKE"
"436","YDC","SRY"
"438","YDC","SDV"
"4311","YDC","FBS"
"4312","YDC","RKD"
"4313","YDC","COU"
"4314","YDC","DCM"
"4315","YDC","ABR"
"4317","YDC","RNE"
"4318","YDC","RIL"
"4319","YDC","TFI"
"4320","YDC","LIO"
"4321","YDC","TOH"
"4322","YDC","SRX"
"4323","YDC","ACT"
"4325","YDC","IRD"
"4328","YDC","VAG"
"4329","YDC","HUN"
"4330","YDC","NAN"
"4332","YDC","WWT"
"4334","YDC","QYD"
"4335","YDC","DUD"
"4339","YDC","ADL"
"4340","YDC","KED"
"4341","YDC","CWC"
"4343","YDC","NNX"
"4344","YDC","LEQ"
"4345","YDC","MSO"
"4346","YDC","NNT"
"4347","YDC","ZCL"
"4350","YDC","LCA"
"4351","YDC","MCX"
"4352","YDC","GVA"
"4353","YDC","MTM"
"4357","YDC","PIF"
"4358","YDC","FNL"
"4359","YDC","SXM"
"4360","YDC","MKW"
"4361","YDC","RAR"
"4362","YDC","MKZ"
"4363","YDC","OBS"
"4364","YDC","FSZ"
"4367","YDC","CCR"
"4368","YDC","TND"
"4370","YDC","KBU"
"4371","YDC","NKX"
"4373","YDC","TPE"
"4374","YDC","CNW"
"4375","YDC","TBS"
"4376","YDC","FIZ"
"4377","YDC","SYM"
"4378","YDC","BIL"
"4379","YDC","WUX"
"4380","YDC","VLN"
"4381","YDC","OSN"
"4382","YDC","VGD"
"4383","YDC","AKJ"
"4384","YDC","KWL"
"4388","YDC","WDR"
"4389","YDC","VII"
"4390","YDC","MFD"
"4392","YDC","SEY"
"4393","YDC","LMO"
"4395","YDC","PLL"
"4396","YDC","RJK"
"4398","YDC","CHX"
"4399","YDC","TLD"
"441","YDF","CLW"
"442","YDF","ARK"
"443","YDF","MHT"
"444","YDF","KPO"
"445","YDF","SBG"
"448","YDF","RWL"
"449","YDF","HUI"
"4411","YDF","IBL"
"4412","YDF","SZF"
"4413","YDF","IXE"
"4414","YDF","KSM"
"4416","YDF","IMI"
"4417","YDF","EUG"
"4419","YDF","CTT"
"4421","YDF","SBS"
"4422","YDF","TBS"
"4423","YDF","YOC"
"4424","YDF","SAW"
"4425","YDF","HDB"
"4426","YDF","PQS"
"4429","YDF","PVU"
"4432","YDF","BEH"
"4433","YDF","MNF"
"4434","YDF","RAB"
"4435","YDF","MEH"
"4436","YDF","7D9"
"4438","YDF","KAN"
"4439","YDF","GRB"
"4440","YDF","CNN"
"4441","YDF","BUR"
"4442","YDF","TEN"
"4443","YDF","BGG"
"4444","YDF","KFB"
"4445","YDF","DAR"
"4446","YDF","FNE"
"4449","YDF","UKA"
"4451","YDF","ZIG"
"4452","YDF","LRR"
"4453","YDF","KNC"
"4454","YDF","R49"
"4455","YDF","UAP"
"4456","YDF","KDZ"
"4457","YDF","SGR"
"4458","YDF","PUS"
"4459","YDF","CMU"
"4460","YDF","BGF"
"4461","YDF","KMQ"
"4462","YDF","SDJ"
"4464","YDF","MEK"
"4466","YDF","NOI"
"4469","YDF","OKC"
"4470","YDF","JHQ"
"4472","YDF","VHY"
"4473","YDF","AOT"
"4474","YDF","BXR"
"4475","YDF","NSH"
"4479","YDF","DNK"
"4480","YDF","TRK"
"4481","YDF","AAU"
"4484","YDF","KCT"
"4486","YDF","QFI"
"4487","YDF","OMN"
"4488","YDF","NNT"
"4490","YDF","FRS"
"4491","YDF","HVA"
"4493","YDF","BKY"
"4494","YDF","YWJ"
"4495","YDF","TJS"
"4496","YDF","RIG"
"4497","YDF","MJE"
"4498","YDF","FFA"
"4499","YDF","BOX"
"450","YDL","VTS"
"453","YDL","MOL"
"455","YDL","SSB"
"456","YDL","BTR"
"458","YDL","TWA"
"459","YDL","LSS"
"4510","YDL","BKZ"
"4511","YDL","CDV"
"4512","YDL","DLH"
"4513","YDL","RNP"
"4514","YDL","PBF"
"4516","YDL","BRK"
"4518","YDL","YQN"
"4519","YDL","GLS"
"4522","YDL","LYH"
"4524","YDL","MBZ"
"4525","YDL","OAR"
"4526","YDL","ORD"
"4528","YDL","SEY"
"4529","YDL","ONH"
"4530","YDL","OOM"
"4533","YDL","ИКУ"
"4538","YDL","TOU"
"4540","YDL","FZO"
"4541","YDL","YAK"
"4542","YDL","WOT"
"4544","YDL","ZRP"
"4545","YDL","PSY"
"4546","YDL","LCL"
"4547","YDL","HAJ"
"4548","YDL","BXN"
"4549","YDL","SOP"
"4550","YDL","BLA"
"4552","YDL","FRP"
"4553","YDL","TKI"
"4556","YDL","PUB"
"4557","YDL","WGP"
"4561","YDL","XEG"
"4562","YDL","YYJ"
"4565","YDL","MYY"
"4571","YDL","AET"
"4572","YDL","PLX"
"4575","YDL","WEF"
"4576","YDL","JEF"
"4577","YDL","TZX"
"4578","YDL","MVR"
"4579","YDL","KET"
"4580","YDL","GTE"
"4581","YDL","YHZ"
"4583","YDL","NYK"
"4584","YDL","KVL"
"4585","YDL","ULQ"
"4586","YDL","POB"
"4588","YDL","PLP"
"4590","YDL","AWZ"
"4593","YDL","BWA"
"4594","YDL","EDR"
"4595","YDL","ZMM"
"4596","YDL","MKE"
"4597","YDL","TWA"
"460","YDN","URS"
"462","YDN","AKD"
"463","YDN","HMB"
"464","YDN","49A"
"465","YDN","BMC"
"467","YDN","CKH"
"469","YDN","ISU"
"4610","YDN","ILZ"
"4611","YDN","LUK"
"4612","YDN","AET"
"4614","YDN","FFC"
"4615","YDN","OBU"
"4617","YDN","IAM"
"4618","YDN","IXI"
"4619","YDN","YAX"
"4620","YDN","OKR"
"4621","YDN","LVR"
"4622","YDN","MZL"
"4624","YDN","MNT"
"4625","YDN","FOR"
"4626","YDN","VDM"
"4627","YDN","KBW"
"4628","YDN","LPU"
"4631","YDN","CEW"
"4633","YDN","NOU"
"4635","YDN","KRK"
"4636","YDN","YGK"
"4637","YDN","UTM"
"4638","YDN","CAR"
"4640","YDN","PXM"
"4641","YDN","SWP"
"4642","YDN","GEU"
"4643","YDN","ADS"
"4647","YDN","KGS"
"4648","YDN","PPT"
"4650","YDN","IWO"
"4651","YDN","NOS"
"4652","YDN","LZY"
"4653","YDN","TIK"
"4654","YDN","FUG"
"4655","YDN","SNW"
"4656","YDN","PHX"
"4657","YDN","DRW"
"4658","YDN","XUZ"
"4659","YDN","TGD"
"4660","YDN","1G4"
"4661","YDN","X04"
"4663","YDN","TEA"
"4664","YDN","BRK"
"4666","YDN","PLV"
"4667","YDN","PZB"
"4668","YDN","MYF"
"4669","YDN","TGO"
"4670","YDN","XMU"
"4671","YDN","CAT"
"4673","YDN","LMO"
"4674","YDN","YMU"
"4675","YDN","GMI"
"4677","YDN","IFN"
"4679","YDN","AFY"
"4680","YDN","LRM"
"4681","YDN","TCY"
"4682","YDN","MVV"
"4683","YDN","WTN"
"4684","YDN","TBB"
"4685","YDN","SAX"
"4686","YDN","AUS"
"4687","YDN","OBE"
"4689","YDN","RDD"
"4690","YDN","AGA"
"4691","YDN","LMY"
"4693","YDN","MNG"
"4696","YDN","LEI"
"4698","YDN","SLQ"
"4699","YDN","JBR"
"471","YDQ","BUO"
"473","YDQ","BOS"
"475","YDQ","KWL"
"476","YDQ","BJP"
"477","YDQ","GLK"
"479","YDQ","XTG"
"4710","YDQ","PFN"
"4711","YDQ","COF"
"4712","YDQ","JXA"
"4713","YDQ","FDY"
"4714","YDQ","VVI"
"4716","YDQ","1RL"
"4717","YDQ","DWC"
"4718","YDQ","KXF"
"4719","YDQ","ADB"
"4720","YDQ","VSG"
"4721","YDQ","PSC"
"4722","YDQ","RBB"
"4723","YDQ","ANP"
"4726","YDQ","ALB"
"4729","YDQ","DOD"
"4731","YDQ","KSZ"
"4733","YDQ","0G7"
"4734","YDQ","CIS"
"4735","YDQ","DYG"
"4737","YDQ","ONJ"
"4738","YDQ","PCW"
"4739","YDQ","COG"
"4741","YDQ","MLM"
"4742","YDQ","MEB"
"4743","YDQ","UNT"
"4744","YDQ","ZVM"
"4745","YDQ","AGX"
"4746","YDQ","OOK"
"4747","YDQ","SOW"
"4748","YDQ","PHA"
"4749","YDQ","JEF"
"4751","YDQ","KIH"
"4752","YDQ","OIA"
"4753","YDQ","MEK"
"4754","YDQ","YDF"
"4755","YDQ","MEA"
"4757","YDQ","MUO"
"4758","YDQ","RIR"
"4759","YDQ","JUZ"
"4760","YDQ","SFB"
"4761","YDQ","MLA"
"4762","YDQ","PWM"
"4763","YDQ","EDW"
"4764","YDQ","DAR"
"4766","YDQ","CAJ"
"4768","YDQ","GLI"
"4770","YDQ","FSM"
"4771","YDQ","HIA"
"4773","YDQ","LDG"
"4775","YDQ","ODH"
"4776","YDQ","KKX"
"4777","YDQ","KGC"
"4778","YDQ","DRK"
"4781","YDQ","UT3"
"4783","YDQ","AAN"
"4784","YDQ","ILZ"
"4785","YDQ","CRP"
"4786","YDQ","YVP"
"4788","YDQ","ESM"
"4789","YDQ","PDP"
"4790","YDQ","KZN"
"4792","YDQ","BZE"
"4793","YDQ","ERZ"
"4795","YDQ","LUO"
"4796","YDQ","EPR"
"4797","YDQ","AOJ"
"4798","YDQ","ROV"
"4799","YDQ","JGN"
"481","YEG","RNS"
"482","YEG","SOD"
"483","YEG","MJE"
"484","YEG","KEH"
"486","YEG","KAC"
"487","YEG","HRO"
"488","YEG","YEK"
"489","YEG","OMM"
"4810","YEG","UMP"
"4811","YEG","BPE"
"4812","YEG","PSE"
"4813","YEG","CKH"
"4814","YEG","MGF"
"4816","YEG","CXI"
"4817","YEG","ZSY"
"4818","YEG","NNA"
"4820","YEG","KAX"
"4822","YEG","YYC"
"4823","YEG","MBS"
"4824","YEG","NDU"
"4825","YEG","HDH"
"4826","YEG","TUS"
"4828","YEG","LIO"
"4829","YEG","GVL"
"4830","YEG","ANF"
"4831","YEG","KRR"
"4832","YEG","AKC"
"4833","YEG","7N7"
"4835","YEG","OHH"
"4836","YEG","VLV"
"4838","YEG","LFW"
"4839","YEG","LSQ"
"4840","YEG","MWB"
"4841","YEG","DPL"
"4842","YEG","LHC"
"4843","YEG","TAR"
"4844","YEG","GOH"
"4846","YEG","MLH"
"4847","YEG","LWC"
"4849","YEG","RRK"
"4851","YEG","TIM"
"4852","YEG","PKE"
"4853","YEG","KSA"
"4856","YEG","MNZ"
"4857","YEG","BGW"
"4858","YEG","SYR"
"4859","YEG","PHF"
"4860","YEG","LPQ"
"4861","YEG","OFU"
"4862","YEG","YRI"
"4863","YEG","ODN"
"4864","YEG","XCM"
"4865","YEG","HVG"
"4866","YEG","VDC"
"4867","YEG","DHN"
"4868","YEG","BZY"
"4870","YEG","LYN"
"4871","YEG","ATL"
"4872","YEG","GRZ"
"4873","YEG","ADM"
"4875","YEG","YSR"
"4876","YEG","NHK"
"4877","YEG","YXN"
"4878","YEG","IKI"
"4879","YEG","HOW"
"4880","YEG","BUU"
"4881","YEG","XNN"
"4882","YEG","AFT"
"4883","YEG","YIC"
"4884","YEG","HCN"
"4885","YEG","LXS"
"4886","YEG","YWK"
"4887","YEG","QFD"
"4889","YEG","MLW"
"4891","YEG","PIE"
"4892","YEG","AGM"
"4893","YEG","HDD"
"4894","YEG","PIO"
"4895","YEG","KWI"
"4896","YEG","YKN"
"4897","YEG","OSC"
"490","YEK","KBP"
"491","YEK","RSH"
"492","YEK","AAP"
"493","YEK","YDF"
"494","YEK","SLW"
"495","YEK","OOL"
"496","YEK","TTD"
"497","YEK","SRG"
"498","YEK","PZO"
"499","YEK","TVC"
"4910","YEK","YBE"
"4911","YEK","BCN"
"4912","YEK","WMO"
"4914","YEK","MGQ"
"4916","YEK","MIL"
"4917","YEK","CSX"
"4919","YEK","GDX"
"4921","YEK","HGU"
"4922","YEK","KWZ"
"4923","YEK","MII"
"4925","YEK","GUM"
"4926","YEK","MNK"
"4927","YEK","DQH"
"4928","YEK","SNE"
"4930","YEK","DUU"
"4931","YEK","MOH"
"4932","YEK","MMV"
"4933","YEK","CNI"
"4935","YEK","YXY"
"4937","YEK","KIR"
"4939","YEK","KOE"
"4940","YEK","HDM"
"4942","YEK","OFF"
"4943","YEK","ADL"
"4944","YEK","BIX"
"4946","YEK","MMH"
"4947","YEK","KSU"
"4949","YEK","DZM"
"4950","YEK","ZMM"
"4952","YEK","AXP"
"4953","YEK","FEL"
"4955","YEK","KLH"
"4956","YEK","DTW"
"4957","YEK","KLD"
"4959","YEK","2A0"
"4960","YEK","PPQ"
"4961","YEK","IXY"
"4962","YEK","DKR"
"4964","YEK","YPY"
"4967","YEK","LCQ"
"4970","YEK","NUR"
"4971","YEK","EBJ"
"4972","YEK","SSA"
"4973","YEK","SGN"
"4975","YEK","ONG"
"4977","YEK","ICY"
"4978","YEK","BNX"
"4979","YEK","LSF"
"4980","YEK","YGJ"
"4981","YEK","LLK"
"4982","YEK","OST"
"4983","YEK","MCI"
"4984","YEK","DJO"
"4987","YEK","LEK"
"4988","YEK","RUS"
"4990","YEK","TBG"
"4991","YEK","MZK"
"4992","YEK","DKI"
"4993","YEK","YOG"
"4995","YEK","PIU"
"4996","YEK","YMH"
"4997","YEK","OLV"
"4998","YEK","EBO"
"4999","YEK","KOY"
"501","YEN","LMN"
"502","YEN","LYI"
"503","YEN","NHT"
"505","YEN","YUT"
"506","YEN","STW"
"508","YEN","AGT"
"5010","YEN","HRE"
"5011","YEN","KIR"
"5014","YEN","PIR"
"5015","YEN","MFN"
"5016","YEN","SZL"
"5017","YEN","DMK"
"5018","YEN","HQU"
"5020","YEN","FKS"
"5022","YEN","TJH"
"5023","YEN","YWK"
"5025","YEN","0P2"
"5026","YEN","QRA"
"5027","YEN","JFK"
"5028","YEN","FPO"
"5029","YEN","EBO"
"5030","YEN","YAB"
"5031","YEN","TYE"
"5033","YEN","DOK"
"5034","YEN","YNA"
"5038","YEN","BBA"
"5039","YEN","YZY"
"5040","YEN","CFO"
"5041","YEN","GKN"
"5043","YEN","POT"
"5044","YEN","SNW"
"5045","YEN","BGI"
"5046","YEN","VXE"
"5048","YEN","TGT"
"5049","YEN","NOR"
"5050","YEN","MLJ"
"5051","YEN","OLM"
"5052","YEN","ZTA"
"5054","YEN","WUZ"
"5056","YEN","CNN"
"5057","YEN","OMH"
"5058","YEN","PSL"
"5060","YEN","PMW"
"5061","YEN","KTR"
"5062","YEN","IAM"
"5064","YEN","BFS"
"5065","YEN","TSR"
"5066","YEN","BFT"
"5067","YEN","QCU"
"5069","YEN","ZAH"
"5070","YEN","AUR"
"5071","YEN","10C"
"5072","YEN","YYG"
"5073","YEN","MPN"
"5074","YEN","MDG"
"5075","YEN","YPI"
"5076","YEN","BMV"
"5077","YEN","YUT"
"5078","YEN","BLR"
"5079","YEN","CVI"
"5083","YEN","YVR"
"5084","YEN","KNW"
"5085","YEN","FRL"
"5086","YEN","AXJ"
"5087","YEN","ECA"
"5088","YEN","GUP"
"5089","YEN","MTL"
"5090","YEN","JSY"
"5091","YEN","LOU"
"5092","YEN","GBE"
"5093","YEN","SLE"
"5095","YEN","VAL"
"5096","YEN","APF"
"5097","YEN","EAE"
"5098","YEN","THR"
"510","YET","PCM"
